,Doc. No.,G/L Account No,G/L Account Desc,Vendor No,Vendor Name,Vendor.acc.grp,Vendor.grp.description,Inv. Amount.,Doc. Date,Posting. Date,Baseline Date,Age,Outstanding Amount.,CumSum,True Outstanding
1,1004203088,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-2,66,339.00",01-May-23,31-07-2023,01-05-2023,335,-266339,-266339,-266339
2,1004203092,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"2,20,489.00",10-May-23,31-07-2023,10-05-2023,326,220489,-45850,220489
3,1004203089,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-2,63,229.00",09-Jun-23,31-07-2023,09-06-2023,296,-263229,-309079,-263229
4,1004203093,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"2,08,859.00",09-Jun-23,31-07-2023,09-06-2023,296,208859,-100220,208859
5,1001600377,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-45,198.00",01-Aug-23,01-08-2023,01-08-2023,243,-45198,-145418,-45198
6,1001600599,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-48,030.00",01-Sep-23,01-09-2023,01-09-2023,212,-48030,-193448,-48030
7,1001601013,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-35,001.00",01-Nov-23,01-11-2023,01-11-2023,151,-35001,-228449,-35001
8,1001601014,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-50,124.00",01-Nov-23,01-11-2023,01-11-2023,151,-50124,-278573,-50124
9,1001601384,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-44,405.00",01-Dec-23,01-12-2023,01-12-2023,121,-44405,-322978,-44405
10,1001601655,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-42,693.00",01-Jan-24,01-01-2024,01-01-2024,90,-42693,-365671,-42693
11,1001601842,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-79,108.00",01-Jan-24,01-01-2024,01-01-2024,90,-79108,-444779,-79108
12,1001601656,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-44,108.00",29-Jan-24,29-01-2024,29-01-2024,62,-44108,-488887,-44108
13,1001602112,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-57,652.00",01-Mar-24,01-03-2024,01-03-2024,30,-57652,-546539,-57652
14,1001602352,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"-2,15,744.00",31-Mar-24,31-03-2024,31-03-2024,0,-215744,-762283,-215744
15,1003618206,108008,Other Vendor,15800810,HUBLI SCAN CENTRE,V158,OTHER VENDOR,"5,46,539.00",31-Mar-24,31-03-2024,31-03-2024,0,546539,-215744,546539
0,1004203094,108008,Other Vendor,15800811,INSIGHT CONSULTANCY SERVICES PVT LT,V158,OTHER VENDOR,"-87,210.00",31-Mar-21,31-07-2023,31-03-2021,"1,096",-87210,-87210,-87210
0,1004203103,108008,Other Vendor,15800813,JAGANNATH J - R R NAGAR,V158,OTHER VENDOR,"44,865.00",08-Dec-22,31-07-2023,08-12-2022,479,44865,42705,0
1,1004207541,108008,Other Vendor,15800813,JAGANNATH J - R R NAGAR,V158,OTHER VENDOR,"-44,865.00",31-Jul-23,31-07-2023,31-07-2023,244,-44865,-2160,-2160
2,1001602273,108008,Other Vendor,15800813,JAGANNATH J - R R NAGAR,V158,OTHER VENDOR,"-47,070.00",31-Mar-24,31-03-2024,31-03-2024,0,-47070,-49230,-47070
0,1003302330,108008,Other Vendor,15800814,JAYA TECHNOLOGIES,V158,OTHER VENDOR,"-68,440.00",19-Oct-22,31-03-2023,19-10-2022,529,-68440,-68440,-68440
0,1004203124,108008,Other Vendor,15800815,JINDAL CONSTRUCTIONS - KORAMANGALA,V158,OTHER VENDOR,"8,391.00",18-Apr-23,31-07-2023,18-04-2023,348,8391,171104,0
1,1003611236,108008,Other Vendor,15800815,JINDAL CONSTRUCTIONS - KORAMANGALA,V158,OTHER VENDOR,"-8,67,305.00",27-Dec-23,27-12-2023,27-12-2023,95,-867305,-696201,-696201
2,1001702858,108008,Other Vendor,15800815,JINDAL CONSTRUCTIONS - KORAMANGALA,V158,OTHER VENDOR,"-57,695.00",12-Jan-24,12-01-2024,12-01-2024,79,-57695,-753896,-57695
0,1004203147,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-3,366.00",24-Mar-22,31-07-2023,24-03-2022,738,-3366,-3366,0
1,1004203143,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"30,907.00",18-Apr-22,31-07-2023,18-04-2022,713,30907,27541,27541
2,1004203138,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-7,722.00",05-Sep-22,31-07-2023,05-09-2022,573,-7722,19819,-7722
3,1004203144,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"7,722.00",16-Sep-22,31-07-2023,16-09-2022,562,7722,27541,7722
4,1004203145,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"3,613.00",29-Oct-22,31-07-2023,29-10-2022,519,3613,31154,3613
5,1004203140,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-19,306.00",18-Nov-22,31-07-2023,18-11-2022,499,-19306,11848,-19306
6,1004203141,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-1,568.00",18-Nov-22,31-07-2023,18-11-2022,499,-1568,10280,-1568
7,1004203139,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-4,752.00",02-Dec-22,31-07-2023,02-12-2022,485,-4752,5528,-4752
8,1004203142,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"21,087.00",05-Dec-22,31-07-2023,05-12-2022,482,21087,26615,21087
9,1004203146,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"4,752.00",09-Dec-22,31-07-2023,09-12-2022,478,4752,31367,4752
10,1001602350,108008,Other Vendor,15800816,JOEL ENTERPRISES,V158,OTHER VENDOR,"-3,475.00",25-Mar-24,25-03-2024,25-03-2024,6,-3475,27892,-3475
0,1004203774,227007,Adv to Other Vendor,15800817,JUST DIAL LTD,V158,OTHER VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,4700,4700,4700
1,1001700812,108008,Other Vendor,15800817,JUST DIAL LTD,V158,OTHER VENDOR,0,04-Jun-22,04-06-2022,04-06-2022,666,83520,88220,83520
2,1001600541,108008,Other Vendor,15800817,JUST DIAL LTD,V158,OTHER VENDOR,"-83,520.00",07-Jun-22,07-06-2022,07-06-2022,663,-83520,4700,-83520
0,1004203149,108008,Other Vendor,15800818,KADARMEERA SAHIB ABOOBACKER - B G R,V158,OTHER VENDOR,"-58,230.00",31-Aug-22,31-07-2023,31-08-2022,578,-58230,31070,0
1,1004203156,108008,Other Vendor,15800818,KADARMEERA SAHIB ABOOBACKER - B G R,V158,OTHER VENDOR,"-5,50,000.00",30-Dec-22,31-07-2023,30-12-2022,457,-550000,-518930,-518930
0,1004203776,227007,Adv to Other Vendor,15800822,LAB INDIA INSTRUMENTS PVT LTD,V158,OTHER VENDOR,0,16-Apr-22,31-07-2023,16-04-2022,715,141600,141600,141600
0,1004203777,227007,Adv to Other Vendor,15800824,M M ENTERPRISES,V158,OTHER VENDOR,"-4,31,082.00",28-Mar-23,31-07-2023,28-03-2023,369,-431082,-431082,-431082
1,1004203158,108008,Other Vendor,15800824,M M ENTERPRISES,V158,OTHER VENDOR,"26,956.64",28-Mar-23,31-07-2023,31-03-2023,369,26957,-404125,26957
2,1003606644,108008,Other Vendor,15800824,M M ENTERPRISES,V158,OTHER VENDOR,"-5,447.00",31-Mar-23,31-07-2023,31-03-2023,366,-5447,-409572,-5447
0,1004203167,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",31-Mar-22,31-07-2023,31-03-2022,731,-65610,-65610,-65610
1,1001600901,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",30-Apr-22,30-04-2022,30-04-2022,701,-65610,-131220,-65610
2,1001600902,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",31-May-22,31-05-2022,31-05-2022,670,-65610,-196830,-65610
3,1004203585,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",30-Jun-22,31-07-2023,30-06-2022,640,-65610,-262440,-65610
4,1001600903,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",30-Jun-22,30-06-2022,30-06-2022,640,-65610,-328050,-65610
5,1001600904,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",31-Jul-22,31-07-2022,31-07-2022,609,-65610,-393660,-65610
6,1004203164,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"65,610.00",09-Aug-22,31-07-2023,09-08-2022,600,65610,-328050,65610
7,1001600905,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-51,930.00",30-Aug-22,30-08-2022,30-08-2022,579,-51930,-379980,-51930
8,1004203166,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"65,610.00",09-Sep-22,31-07-2023,09-09-2022,569,65610,-314370,65610
9,1004203584,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-38,250.00",30-Sep-22,31-07-2023,30-09-2022,548,-38250,-352620,-38250
10,1001600906,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-38,250.00",30-Sep-22,30-09-2022,30-09-2022,548,-38250,-390870,-38250
11,1004203163,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-65,610.00",31-Oct-22,31-07-2023,31-10-2022,517,-65610,-456480,-65610
12,1001600907,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-38,250.00",31-Oct-22,31-10-2022,31-10-2022,517,-38250,-494730,-38250
13,1001600908,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-38,250.00",30-Nov-22,30-11-2022,30-11-2022,487,-38250,-532980,-38250
14,1004203165,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"78,732.00",08-Dec-22,31-07-2023,08-12-2022,479,78732,-454248,78732
15,1004207541,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-78,732.00",31-Jul-23,31-07-2023,31-07-2023,244,-78732,-532980,-78732
16,1001602293,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-17,212.00",31-Mar-24,31-03-2024,31-03-2024,0,-17212,-550192,-17212
17,1001602298,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-7,650.00",31-Mar-24,31-03-2024,31-03-2024,0,-7650,-557842,-7650
18,1001602264,108008,Other Vendor,15800825,SURESH H L,V158,OTHER VENDOR,"-80,325.00",31-Mar-24,31-03-2024,31-03-2024,0,-80325,-638167,-80325
0,1004203168,108008,Other Vendor,15800831,MECHAN TECH II,V158,OTHER VENDOR,"-37,229.00",01-Apr-16,31-07-2023,01-04-2016,"2,921",-37229,-37229,-37229
0,1004203174,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"-89,289.00",31-Mar-22,31-07-2023,31-03-2022,731,-89289,-89289,-89289
1,1004203171,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"74,421.00",11-Apr-22,31-07-2023,11-04-2022,720,74421,-14868,74421
2,1004203169,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"-78,138.00",30-Apr-22,31-07-2023,30-04-2022,701,-78138,-93006,-78138
3,1004203172,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"74,421.00",08-May-22,31-07-2023,08-05-2022,693,74421,-18585,74421
4,1004203170,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"-78,138.00",31-May-22,31-07-2023,31-05-2022,670,-78138,-96723,-78138
5,1004203173,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"74,421.00",08-Jun-22,31-07-2023,08-06-2022,662,74421,-22302,74421
6,1001602252,108008,Other Vendor,15800832,MEENAKSHI B V - BELLANDUR,V158,OTHER VENDOR,"-88,648.00",31-Mar-24,31-03-2024,31-03-2024,0,-88648,-110950,-88648
0,1001700723,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,0,16-Dec-22,16-12-2022,16-12-2022,471,49155,107555,0
1,1003301952,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-1,18,694.90",01-Feb-23,01-02-2023,01-02-2023,424,-118695,-11140,-11140
2,1003301950,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-7,272.00",01-Feb-23,01-02-2023,08-07-2022,424,-7272,-18412,-7272
3,1003302029,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-30,000.00",28-Feb-23,17-03-2023,28-02-2023,397,-30000,-48412,-30000
4,1001701111,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"2,705.00",01-Mar-23,01-03-2023,01-03-2023,396,2705,-45707,2705
5,1001701112,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,508,01-Mar-23,01-03-2023,01-03-2023,396,508,-45199,508
6,1001701193,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-96,308.00",31-Mar-23,31-03-2023,31-03-2023,366,-96308,-141507,-96308
7,1004203175,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-3,26,144.00",31-Mar-23,31-07-2023,31-03-2023,366,-326144,-467651,-326144
8,1004203176,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"96,308.00",31-Mar-23,31-07-2023,31-03-2023,366,96308,-371343,96308
9,1003304711,108008,Other Vendor,15800833,MIND BLUE LLP,V158,OTHER VENDOR,"-48,720.00",12-Mar-24,12-03-2024,12-03-2024,19,-48720,-420063,-48720
0,1004203179,108008,Other Vendor,15800835,MRS S R NAGAVENI,V158,OTHER VENDOR,,31-Mar-22,31-07-2023,,731,-187272,-187272,-187272
1,1004203178,108008,Other Vendor,15800835,MRS S R NAGAVENI,V158,OTHER VENDOR,,30-Jun-22,31-07-2023,,640,-56484,-243756,-56484
2,1004207541,108008,Other Vendor,15800835,MRS S R NAGAVENI,V158,OTHER VENDOR,,31-Jul-23,31-07-2023,,244,-61714,-305470,-61714
3,1001702061,108008,Other Vendor,15800835,MRS S R NAGAVENI,V158,OTHER VENDOR,,01-Aug-23,01-08-2023,,243,61714,-243756,61714
0,1004203692,108008,Other Vendor,15800836,MRS. SHEELA ASHOK - SALARY CR,V158,OTHER VENDOR,"-11,730.00",31-Mar-22,31-03-2022,31-03-2022,731,-11730,-11730,-11730
0,1004201653,227007,Adv to Other Vendor,15800837,MSH BUSINESS CONSULTING PVT LTD,V158,OTHER VENDOR,0,31-Mar-22,31-03-2022,24-03-2022,731,4900,4900,4900
0,1004203180,108008,Other Vendor,15800838,MURALIDHAR RAO M - SHIVAMOGGA,V158,OTHER VENDOR,"-41,670.00",31-Mar-22,31-07-2023,31-03-2022,731,-41670,-41670,-41670
1,1001602276,108008,Other Vendor,15800838,MURALIDHAR RAO M - SHIVAMOGGA,V158,OTHER VENDOR,"-22,963.00",31-Mar-24,31-03-2024,31-03-2024,0,-22963,-64633,-22963
0,1004203184,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-34,300.00",19-Nov-21,31-07-2023,19-11-2021,863,-34300,-34300,-34300
1,1004203185,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-10,570.00",19-Nov-21,31-07-2023,19-11-2021,863,-10570,-44870,-10570
2,1004203186,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-34,300.00",19-Nov-21,31-07-2023,19-11-2021,863,-34300,-79170,-34300
3,1004203187,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-34,300.00",19-Nov-21,31-07-2023,19-11-2021,863,-34300,-113470,-34300
4,1001602177,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-34,650.00",05-Mar-24,05-03-2024,05-03-2024,26,-34650,-148120,-34650
5,1001602178,108008,Other Vendor,15800839,NAVIGATOR PESTCONTROL SERVICES,V158,OTHER VENDOR,"-1,176.00",05-Mar-24,05-03-2024,05-03-2024,26,-1176,-149296,-1176
0,1004203189,108008,Other Vendor,15800840,NAVIGATOR TOURS & TRAVELS,V158,OTHER VENDOR,"-1,18,537.00",31-Jan-22,31-07-2023,31-01-2022,790,-118537,-118537,-118537
1,1001601328,108008,Other Vendor,15800840,NAVIGATOR TOURS & TRAVELS,V158,OTHER VENDOR,"-25,556.00",01-Dec-23,01-12-2023,01-12-2023,121,-25556,-144093,-25556
0,1001600009,108008,Other Vendor,15800842,NEOGEN LABS PRIVATE LIMITED,V158,OTHER VENDOR,"-75,600.00",01-Jun-22,01-06-2022,01-06-2022,669,-75600,-75600,-75600
1,1001602303,108008,Other Vendor,15800842,NEOGEN LABS PRIVATE LIMITED,V158,OTHER VENDOR,"-29,475.00",01-Mar-24,01-03-2024,01-03-2024,30,-29475,-105075,-29475
2,1001602304,108008,Other Vendor,15800842,NEOGEN LABS PRIVATE LIMITED,V158,OTHER VENDOR,"-2,475.00",01-Mar-24,01-03-2024,01-03-2024,30,-2475,-107550,-2475
3,1001602305,108008,Other Vendor,15800842,NEOGEN LABS PRIVATE LIMITED,V158,OTHER VENDOR,"-1,89,900.00",01-Mar-24,01-03-2024,01-03-2024,30,-189900,-297450,-189900
0,1004203783,227007,Adv to Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,0,06-Apr-22,31-07-2023,06-04-2022,725,39200,39200,39200
1,1004203781,227007,Adv to Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,0,27-Apr-22,31-07-2023,27-04-2022,704,65856,105056,65856
2,1004203194,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"60,368.00",23-May-22,31-07-2023,23-05-2022,678,60368,165424,60368
3,1004203192,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"-17,550.00",01-Jul-22,31-07-2023,01-07-2022,639,-17550,147874,-17550
4,1004203193,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"42,750.00",28-Nov-22,31-07-2023,28-11-2022,489,42750,190624,42750
5,1004203195,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"-26,640.00",24-Dec-22,31-07-2023,24-12-2022,463,-26640,163984,-26640
6,1004203190,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"5,688.00",31-Mar-23,31-07-2023,31-03-2023,366,5688,169672,5688
7,1004203191,108008,Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,"15,000.00",31-Mar-23,31-07-2023,31-03-2023,366,15000,184672,15000
8,1004203782,227007,Adv to Other Vendor,15800844,THYROCARE TECHNOLOGIES LTD - CR,V158,OTHER VENDOR,0,03-Jun-23,31-07-2023,03-06-2023,302,20000,204672,20000
0,1004203196,108008,Other Vendor,15800845,OLIVE RETAILING,V158,OTHER VENDOR,"-43,875.00",12-Nov-18,31-07-2023,12-11-2018,"1,966",-43875,-43875,-43875
0,1004203303,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-10,395.00",18-Mar-22,31-03-2022,18-03-2022,744,-10395,-10395,-10395
1,1001600194,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-9,608.00",30-Apr-22,30-04-2022,30-04-2022,701,-9608,-20003,-9608
2,1001600195,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-14,850.00",30-Apr-22,30-04-2022,30-04-2022,701,-14850,-34853,-14850
3,1001600033,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-12,217.00",31-May-22,31-05-2022,31-05-2022,670,-12217,-47070,-12217
4,1001600196,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-8,167.00",30-Jun-22,30-06-2022,30-06-2022,640,-8167,-55237,-8167
5,1001700206,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"8,167.00",06-Jul-22,06-07-2022,06-07-2022,634,8167,-47070,8167
6,1001700207,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"22,612.00",16-Jul-22,16-07-2022,16-07-2022,624,22612,-24458,22612
7,1001600077,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-24,098.00",31-Jul-22,01-08-2022,01-08-2022,609,-24098,-48556,-24098
8,1001700208,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"24,098.00",09-Aug-22,09-08-2022,09-08-2022,600,24098,-24458,24098
9,1001600152,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-15,188.00",30-Aug-22,01-09-2022,30-08-2022,579,-15188,-39646,-15188
10,1001600197,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-17,100.00",30-Sep-22,30-09-2022,30-09-2022,548,-17100,-56746,-17100
11,1001600198,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"-14,107.00",31-Oct-22,31-10-2022,31-10-2022,517,-14107,-70853,-14107
12,1001700209,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"46,394.00",05-Dec-22,05-12-2022,05-12-2022,482,46394,-24459,46394
13,1001700211,108008,Other Vendor,15800846,ONCORE DIAGNOSTICS,V158,OTHER VENDOR,"24,456.00",05-Dec-22,05-12-2022,05-12-2022,482,24456,-3,24456
0,1004201654,227007,Adv to Other Vendor,15800848,POOJA DIAGNOSITCS AND HEALTH CARE,V158,OTHER VENDOR,0,31-Mar-22,31-03-2022,24-03-2022,731,2025,2025,2025
0,1004203784,227007,Adv to Other Vendor,15800849,POWER FAB SYSTEM,V158,OTHER VENDOR,0,31-Mar-22,31-07-2023,24-03-2022,731,17000,17000,17000
0,1004203214,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-50,337.00",31-Mar-22,31-07-2023,31-03-2022,731,-50337,-50337,0
1,1004203201,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-41,013.00",30-Apr-22,31-07-2023,30-04-2022,701,-41013,-91350,-91350
2,1004203587,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,645.00",30-Apr-22,31-07-2023,30-04-2022,701,-3645,-94995,-3645
3,1004203212,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"47,367.00",08-May-22,31-07-2023,08-05-2022,693,47367,-47628,47367
4,1004203202,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-41,013.00",31-May-22,31-07-2023,31-05-2022,670,-41013,-88641,-41013
5,1004203586,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,645.00",31-May-22,31-07-2023,31-05-2022,670,-3645,-92286,-3645
6,1004203208,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"47,367.00",08-Jun-22,31-07-2023,08-06-2022,662,47367,-44919,47367
7,1004203198,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-39,060.00",30-Jun-22,31-07-2023,30-06-2022,640,-39060,-83979,-39060
8,1004203213,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"47,367.00",08-Jul-22,31-07-2023,08-07-2022,632,47367,-36612,47367
9,1004203199,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-41,013.00",31-Jul-22,31-07-2023,31-07-2022,609,-41013,-77625,-41013
10,1004203589,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,645.00",31-Jul-22,31-07-2023,31-07-2022,609,-3645,-81270,-3645
11,1004203206,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"49,658.00",09-Aug-22,31-07-2023,09-08-2022,600,49658,-31612,49658
12,1004203200,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-41,013.00",31-Aug-22,31-07-2023,31-08-2022,578,-41013,-72625,-41013
13,1004203588,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,645.00",31-Aug-22,31-07-2023,31-08-2022,578,-3645,-76270,-3645
14,1004203209,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"49,658.00",09-Sep-22,31-07-2023,09-09-2022,569,49658,-26612,49658
15,1004203205,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,645.00",30-Sep-22,31-07-2023,30-09-2022,548,-3645,-30257,-3645
16,1004203210,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"49,658.00",09-Oct-22,31-07-2023,09-10-2022,539,49658,19401,49658
17,1004203203,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-46,013.00",31-Oct-22,31-07-2023,31-10-2022,517,-46013,-26612,-46013
18,1004203204,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-3,825.00",31-Oct-22,31-07-2023,31-10-2022,517,-3825,-30437,-3825
19,1004203211,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"49,838.00",09-Nov-22,31-07-2023,09-11-2022,508,49838,19401,49838
20,1004203207,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"49,838.00",08-Dec-22,31-07-2023,08-12-2022,479,49838,69239,49838
21,1004203197,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"47,367.00",31-Mar-23,31-07-2023,31-03-2023,366,47367,116606,47367
22,1001602265,108008,Other Vendor,15800851,RAGHAVENDRA B R - MYSORE NEW,V158,OTHER VENDOR,"-48,065.00",31-Mar-24,31-03-2024,31-03-2024,0,-48065,68541,-48065
